pair_id,customer_tweet_id,apple_tweet_id,customer_text,apple_reply,created_at
965,41677,41675,what is going on here? Taking a screenshot doesn't capture the error. Only occurs on Finder windows. It's like Windows XP!,"Let's help get this sorted. To get started, what version of macOS are you using? Next, does restarting stop the behavior?",Wed Nov 01 15:33:00 +0000 2017
966,41681,41679,what have you done to my phone with the latest update?! Please fix it. The freezing is tedious and every1 is complaining #back2the90s,We're here for you. Send us a DM and we'll take a closer look at your device there.,Wed Nov 01 15:32:00 +0000 2017
967,41683,41682,I updated my iOS last night but the Bluetooth connectivity is still not acceptable. My Bluetooth earbuds will not pair. Help!,Thanks for reaching out. DM which iPhone you are using to get started.,Wed Nov 01 15:32:00 +0000 2017
968,41685,41687,"iPhone is getting stuck and slow . Seriously, it was fine up until a week ago. Any tips? Thanks for responding. It’s not that old 😰","You’re very welcome. To start isolating the issue, tell us which iOS version your iPhone is on.",Tue Nov 07 14:56:26 +0000 2017
969,41686,41684,Odd that my #iphone has been acting crazy just when the #iPhoneX comes out. I haven’t had any issues than all of a sudden.... #hmm 📱🤔,What type of issue are you having with your iPhone? We are standing by to assist.,Wed Nov 01 15:31:54 +0000 2017
970,41692,41690,Pero aún hay que arreglar la lentitud del teclado cuando está el móvil en sonido,We offer support via Twitter in English. Get help in Spanish here: or join,Wed Nov 01 15:31:54 +0000 2017
971,41701,41700,why am I being double billed for a on-demand geofilter?,Hi there. Our iTunes Store team can look into this with you. You can reach them directly here:,Wed Nov 01 15:31:26 +0000 2017
972,41703,41702,Now this crazy iPhone 8 is putting all sorts of emoji‘s in my writing. I️ hate emoji’s! fix the system!,"Please go to Settings &gt; Reset &gt; Reset keyboard dictionary to reset any unwanted correction, then restart your iPhone.",Wed Nov 01 15:31:26 +0000 2017
973,41705,41704,Once I removed two step authentication it all went back to normal - thanks for responding,We're here to assist if you need assistance in the future.,Wed Nov 01 15:31:25 +0000 2017
974,41707,41706,"Please what the heck! Ever since I updated my iPhone I can’t even use Apple TV Keeps asking me to sign in I give the code, asks again",We're here to help with any issues you may be having. Select the following to join us in a DM and we'll continue there.,Wed Nov 01 00:21:00 +0000 2017
975,41709,41708,My phone is so messed up and I JUST got it yesterday! thanks for nothing,We'd like to help. Please DM us your current country and more about what's happening.,Wed Nov 01 15:31:00 +0000 2017
976,41711,41710,"just upgraded to 11.1, and had 50% battery drain on iPhone 6 during my bike ride to work (1 hour). This is unacceptable","We’d love to help with your battery life. To start, please send us a DM.",Wed Nov 01 15:30:40 +0000 2017
977,41713,41712,"It’s become too slow ,apps not working properly",Let's get you back to enjoying your device. What kind of Apple device are you using?,Wed Nov 01 15:30:40 +0000 2017
978,42592,42591,I’m clearly not having a good day when all my pictures on the iCloud Drive got corrupted. #AppleNews #AppleTips #AppleSucks,We're here for you. You'll want to get in touch with a Photos expert by phone here:,Wed Nov 01 15:58:02 +0000 2017
979,42598,42597,you wana tell me why my brand new iPhone 8 is lagging already? I already updated to the newest IOS.,"We can partner with you on this. To be sure we’re on the same page, can you tell us the version of iOS 11 your iPhone is on?",Wed Nov 01 15:13:27 +0000 2017
980,42601,42599,when are u releasing fix for #iOS #1103 ? it sucks,Hi. We've released an update to 11.1. Please use these steps to update:,Wed Nov 01 15:56:39 +0000 2017
981,42603,42605,High Sierra but it shows on multiple macs that way using Sierra and High Sierra.,How many devices are in use with this iCloud account? Let's get in touch by DM so we can help from here.,Wed Nov 01 16:48:00 +0000 2017
982,42604,42602,Hey and how can I have 150gb of space left and be full at the same time? #confused,We want you to be able to fully utilize your storage. What version of macOS is on your Mac?,Wed Nov 01 15:54:33 +0000 2017
983,42607,42606,IOS 11.1 Compass showing wrong directions. Has Apple removed their testing team &amp; releasing faulty OS ??,We'd like to look into this with you. Can you give us examples of what the compass is doing?,Wed Nov 01 15:54:02 +0000 2017
984,42611,42610,Why is HAPPENING #iphonehelp,We'd like to help. Please DM us your current iOS version and we'll go from there.,Wed Nov 01 15:52:39 +0000 2017
985,42613,42615,"Yes, still the same result. It just won't go to sleep. Closing the lid doesn't do anything.",DM your location and we'll take it from there.,Thu Nov 02 15:07:29 +0000 2017
986,42614,42612,is there any cure for a MBP that doesn't want to go to sleep?,We'd be happy to help. Do you have these settings applied to your MacBook?,Wed Nov 01 15:52:10 +0000 2017
987,42618,42616,my iPhone 8 lock screen music controls always freeze specifically the elapsed time of a song I can still control. Visual bug,We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,Wed Nov 01 15:51:02 +0000 2017
988,42621,42623,11.1. Happening on my iPad as well so version number.,Let's move to DM for a closer look. Does it happen in all apps or only particular ones?,Wed Nov 01 16:18:03 +0000 2017
989,42622,42620,I️ have been having a weird predictive keyboard suggestion since last night. Tried resetting keyboard but nothing,We're here to help. Which version of iOS do you have installed on your device? You'd see this in Settings &gt; General &gt; About.,Wed Nov 01 15:50:30 +0000 2017
990,42626,42624,just took 6% of my battery to pull up an email for my target in store order. This has been happening since the last update 😡,Have you updated to iOS 11.1 yet? Send us a DM and let us know.,Wed Nov 01 15:50:30 +0000 2017
991,42628,42627,You have a Homekit bug where some guest users can’t connect to the hub. Support team has not been helpful thus far.,Let's help get this sorted. Please DM us some further details and we can go from there.,Wed Nov 01 15:50:00 +0000 2017
992,42630,42632,iPhone 8 plus and ios 11,Follow up with us in DM. Tell us which version of iOS 11 you have installed there.,Wed Nov 01 16:21:00 +0000 2017
993,42631,42629,when are y’all gonna fix this “i️” thing ?,We want to help. Which device are you using and which iOS version is installed currently?,Wed Nov 01 15:50:00 +0000 2017
994,42634,42637,I have restored the iPhone but the problem continues,Thanks. DM us the steps you took to restore your iPhone so we can continue helping.,Wed Nov 01 16:22:00 +0000 2017
995,42636,42633,Ey since I updating my iPhone 8 to iOS 11.1 does not stop restarting!! 😡😞😭 #iOS11 #bug,Let's get this sorted out together. Do you notice this happening when performing any specific steps or opening an app?,Wed Nov 01 15:49:30 +0000 2017
996,42641,42640,Hey is the iPhone 8 actually waterproof ? So I can go under water with it in a swimming pool ?,The iPhone 8 is water resistant. You can find more details here:,Wed Nov 01 15:49:30 +0000 2017
997,42643,42645,Thank you. Twitter didn’t notify me of your reply :( so restored phone &amp; ok now. Was phone storage not iCloud.,"We're glad to hear the issue has since been resolved. Let us know if you have any further questions. Additionally, there may have been a new update to iOS 11. If you're not on iOS 11.1.1, we'd recommend backing up and updating to that latest version.",Sun Nov 12 16:36:25 +0000 2017
998,42644,42642,Hello I have iPhone 5s which since 11.0.3 update is constantly saying storage full even though its not! Please help! Thank you,We’d like to help with this. Is this notification for iCloud storage or the storage for your iPhone?,Wed Nov 01 15:48:00 +0000 2017
999,42647,42646,it's ok. i called in. all set.,Great! If we can help at all in the future with your Apple products please reach out to us.,Wed Nov 01 15:47:37 +0000 2017
1000,42649,42648,"For a company that touts Ease of Use and great experiences, sure makes it hard to get a Genius Bar appointment.",We'd love to help you make an appointment if still needed. Meet us in DM with more information to get started.,Wed Nov 01 15:00:36 +0000 2017
1001,42651,42650,Just wanted to report poor battery life on iPhone 6S following iOS 11.1 update yesterday. Phone also running warmer.,"We’d love to help with your battery life. To start, please send us a DM.",Wed Nov 01 15:46:29 +0000 2017
1002,42653,42652,"everytime I open Snapchat, it freezes. Thus causing every other app to freeze when I open it. This new iOS is ass..",We're here for you. Which version of the iOS are you running? Check by tapping Settings &gt; General &gt; About.,Wed Nov 01 15:46:04 +0000 2017
1003,42655,42657,Already changed my password and will not let me update apps on my Mac. Still receiving this message.,"With the error you're receiving, we're going to have you reach out to our iTunes Store for assistance:",Thu Nov 02 23:51:52 +0000 2017
1004,42656,42654,Hey Apple! Having issues with my ID and already changed my password. Trying to update my computer but says ID is disabled?,We can help! Check out this article for guidance with your Apple ID:,Wed Nov 01 15:44:30 +0000 2017
1005,43192,43191,"I got my iphone 7 9 months ago. Since the ios 11 update I have to charge it twice a day, I get no more than 3/4hs of total usage before battery drains out. I love you apple, but please fix this!","We know how important it is to have the battery in your iPhone performing at its best. There can be many factors which influence the battery performance. Let's take a closer look together. Send us a DM, telling us which version of iOS 11 is on your iPhone 7, to begin.",Wed Nov 22 20:39:01 +0000 2017
1006,43197,43196,"Apple can I have the option back for auto brightness, would be fab since my battery is atrocious anyway 👍🏻","Auto-Brightness is still available, it's just moved to Settings &gt; General &gt; Accessibility &gt; Display Accommodations. Also, if you're having issues with your battery, meet us in DM with some details, tell us which country you're in, and we'll take a look with you.",Wed Nov 22 20:39:00 +0000 2017
1007,43312,43310,My eyes buggin out cause of this dumb shit can y’all fix this shit in a simple update,Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started.,Wed Nov 01 16:13:00 +0000 2017
1008,43320,43318,Hace media hora tenia 100% de carga y ahorita 85%. Me dueles Pónganse bien con un case con batería gracias.,We offer support via Twitter in English. Get help in Spanish here: or join,Wed Nov 01 16:13:00 +0000 2017
1009,43323,43322,is it possible to get a 2011 MacBook Pro battery serviced in store?,Let's see what we can find out. Send us a DM with the country you're located in.,Wed Nov 01 16:10:32 +0000 2017
1010,43325,43327,"iPhone 7+, freezes all the time, need to hard reset at least twice a day since iOS 11 update","Thank you for those details, and we'll be happy to help. Send us a DM so we can look further into this issue.",Wed Nov 01 16:53:36 +0000 2017
1011,43326,43324,Just updated to iOS 11.1 and it's even worse... what about fixing bugs before adding emojis? 🙏,We're here to help. Give us a few more details on what is going on and we can go from there together.,Wed Nov 01 16:10:00 +0000 2017
1012,43329,43331,"No, no error messages. The app ‘freezes’ all the time since the iOS11 update. I don’t get the logic of the listen now tab at all.",Would you mind joining us in DM please? We'd like to start troubleshooting.,Wed Nov 01 17:09:28 +0000 2017
1013,43330,43328,Please fix your Podcast app! 🤬 #iOS11,We can help with your Podcasts! Are you getting any error messages? What happens when you use the Podcast app?,Wed Nov 01 16:10:00 +0000 2017
1014,43333,43335,I’m using 10.13.1. It crashed a few times before I updated last night and today as well. The laptop just shuts off completely.,Let's start with resetting the SMC. Here's more about the SMC and how to reset it: Did that help?,Wed Nov 01 17:04:00 +0000 2017
1015,43336,43337,"No, this has not helped it is still randomly shutting down.",Send us a DM and we'll take a closer look together.,Tue Nov 07 13:17:26 +0000 2017
1016,43334,43332,Hey why does High Sierra keep crashing my Mac? its crashed 6 times in a day so far.,That shouldn't be happening. Let's help. Which version of macOS High Sierra are you using? What happens when it crashes?,Wed Nov 01 16:09:49 +0000 2017
1017,43342,43343,I have but I am currently travelling...,Could you Direct Message us and let us know what country you're located in?,Thu Nov 02 15:40:07 +0000 2017
1018,43340,43338,what happened to your devices! I have 2 phones that are not working now! 6s and SE! Should we switch to ??,What kind of issues are you having? We'd love to help out.,Wed Nov 01 16:09:25 +0000 2017
1019,43346,43348,"No, it does not.",Are all your apps updated from the App Store?,Wed Nov 01 17:18:08 +0000 2017
1020,43347,43345,My phone just lost 50% battery in 5 minutes with only Twitter open. It's an iPhone 5 (MD638LL/A) running iOS 10.3.3 (14G60),Are you seeing this battery service message?,Wed Nov 01 16:09:25 +0000 2017
1021,43352,43354,"Random apps, but I think I see it most frequently when I screenshot and go to share that screenshot",Thanks. Which iPhone and iOS version are you using? You can check under Settings &gt; General &gt; About.,Wed Nov 01 16:42:30 +0000 2017
1022,43353,43351,Why is my phone still freezing like that’s its job?,"Let's help get this resolved. To get started, does this happen completely at random or when using specific applications?",Wed Nov 01 16:09:00 +0000 2017
1023,43358,43357,"locked out of my apple ID bcuz my old phone broke &amp; i had 2 factor authentication on , no one should ever use tht shit",Here's a great article to help you get back into your Apple ID:,Wed Nov 01 16:09:00 +0000 2017
1024,43363,43362,your keyboard tripping my G,We're here for you. What issue are you experiencing with your keyboard?,Wed Nov 01 16:07:01 +0000 2017
1025,43365,43364,why is my phone turning “I️” to I️ ??? I️ didn’t do anything for this to start happening why would y’all do this on your own?,We'd like to help. Which iOS version is installed on your iPhone currently?,Wed Nov 01 16:05:30 +0000 2017
1026,43367,43366,Can’t change the Apple ID to .com Website stills shows it is not possible. I used this document:,Thanks for reaching out! Our Account Security team is best suited to help you. You can reach them here:,Wed Nov 01 16:05:01 +0000 2017
1027,43370,43368,"why is my iphone (6s, recent update) showing symbols and stuff as i️ type when autocorrect is on?","We're glad to help. To start, what version of iOS are you running? Find that in Settings &gt; General &gt; About.",Wed Nov 01 16:04:31 +0000 2017
1028,43373,43372,"Phone out of warrantee by 15 days, broken due to a hardware fault and no responsibility taken by",Hello. We'll be glad to check into your options. Please meet us in a DM and share a few details.,Wed Nov 01 16:04:29 +0000 2017
1029,43375,43374,y’all gon answer me or nah 🙄😐,Hi there. We'd be happy to look into this with you. Send us a DM and let us know what's going on.,Wed Nov 01 16:02:32 +0000 2017
1030,43378,43376,Why every time I️ type I️ it’s a question mark,We're here for you. Which version of the iOS are you running? You can check by tapping Settings &gt; General &gt; About.,Wed Nov 01 16:01:30 +0000 2017
1031,43381,43380,¿Para que cabrones quiero 70 emojis nuevos si no solucionan los problemas de lags? 😡😡😡 #iOS11 #iOS111,We offer support via Twitter in English. Get help in Spanish here: or join,Wed Nov 01 16:00:00 +0000 2017
1032,44559,44558,why music app is forcing me to subscribe Apple Music,We can assist you. Please DM us via the following link with your device model and current iOS version.,Wed Nov 01 16:28:29 +0000 2017
1033,44561,44560,Still no resoultion to my complaint. Poor service. Acknowledgement of your email/submission - Follow-up: 677035208,"We would like to hear about your AppleCare support experience. Please send us a DM, so we can take a look.",Wed Nov 01 16:27:31 +0000 2017
1034,44563,44562,Yes!!!! I have had to reset this shit five times today already like FIX THIS,We're here to help. Which version of iOS is installed on your iPhone? You'll see this in Settings &gt; General &gt; About.,Wed Nov 01 16:26:27 +0000 2017
1035,44569,44568,I’ve just received this text message... is it a scam?,We want to look into this. DM us and we'll continue there.,Wed Nov 01 16:26:27 +0000 2017
1036,44571,44570,why did this shit update make my 6 plus so fucking slow!,We'd be happy to look into this with you. Please reach out to us via DM and we'll get started.,Wed Nov 01 16:24:26 +0000 2017
1037,44602,44601,is this from Apple ? Don't want to click on anything until I know for sure,"No, that's not from us. Check out this link for more help with identifying phishing attempts:",Wed Nov 01 16:24:00 +0000 2017
1038,44604,44606,I read it already. Signing out didn’t help either.,"Okay, thanks. Let's get to DM.",Wed Nov 01 17:04:00 +0000 2017
1039,44605,44603,I’m still unable to change my Apple ID from to I want to use my alias address,We want to help out. Let's take a look here:,Wed Nov 01 16:21:39 +0000 2017
1040,44608,44607,And i cant fix it i had to turn off auto correct and check spelling,Let's get this figured out. Which iOS is installed? Please DM us.,Wed Nov 01 16:20:26 +0000 2017
1041,44611,44609,But also can’t recognize my fingerprint 99% of the time,We understand how important Touch ID is and we'll help. Are you able to add any new fingerprints? Please send us a DM.,Wed Nov 01 13:07:01 +0000 2017
1042,44614,44613,"good evening, I️ don’t understand why when I️ type sometimes an exclamation mark and a box keeps popping up. Please fix it",Let's help out with this. Which device and iOS version are you using under Settings &gt; General &gt; About? We'll start there.,Wed Nov 01 16:19:56 +0000 2017
1043,44616,44615,fix yourself so that my phone stops freezing up,"We know how important it is to have your iPhone running properly, and we'd like to help. Which software version are you using?",Wed Nov 01 16:19:56 +0000 2017
1044,44618,44619,Ya I was asking about it,Be sure you don't have Reduce Motion turned on: Send us a DM if you still can't find it.,Wed Nov 01 17:05:00 +0000 2017
1045,9233,44617,I am using iOS 11.0.3 but I was unable to get that option,Are you referring to the echo effect in Messages? Let us know via DM and we'll look into it.,Wed Nov 01 16:17:01 +0000 2017
1046,44623,44622,Since I updated my phone this shit charge slow ASF ‼️‼️‼️‼️‼️,We’d like to help get your iPhone to charge quicker. Was this the iOS 11.1 update? Which iPhone?,Wed Nov 01 16:16:02 +0000 2017
1047,44625,44627,I can’t because it sends a code to the phone I can’t use??,"Do you have access to a computer? If so, you can log into your Apple ID account page to make these changes shown in the guide.",Wed Nov 01 17:03:36 +0000 2017
1048,44628,44629,Do I have to do an account recovery?? Which I have to wait 24 hours for??,"Recovery should only be used as a last step. First, contact our Account Security team by going to",Wed Nov 01 17:43:57 +0000 2017
1049,44626,44624,help I logged out of my Apple ID account and the verification code is sent to a broken phone????,We can assist you. You can change a trusted device if you are using two-factor authentication:,Wed Nov 01 16:16:00 +0000 2017
1050,45145,45144,Each update has made my #iphone 6s and #MacBookAir increasingly SLOWER and FREEZE PRONE. Reviewers saying hardware performance hasn’t gotten worse with each OS update are being paid. Sucks to watch Apple’s product-centrism come to an end.,"If you're running into issues with any of your Apple products, we'd like to help you out. Please send us a DM letting us know the exact issue(s) you're experiencing, and we'd be happy to find you information for a solution. You can meet us in DM, here:",Wed Nov 22 21:24:00 +0000 2017
1051,45159,45157,"Hi, guys. It’s me again. I bought my old work computer. It was wiped. It turns on but gives me a password hint that doesn’t work, so I can’t get it open. Ideas? Thanks!","No worries! We’re here to help. Let’s begin by gathering some information. Send us a DM telling us which what type of Mac we’re working with. Also, let us know if you recognize the user name that is displayed on the login screen.",Wed Nov 22 21:14:00 +0000 2017
1052,45563,45565,"It just shows all message view, not where I can write to that person..","Do you know what version of the iOS is on the device? If not, you can check under Settings &gt; General &gt; About &gt; Version.",Wed Nov 01 21:50:00 +0000 2017
1053,45566,45567,"I have iOS 11.1, updated today. I can send to you screen recording, so you could see that bug.",That would be great. Send that to us in DM. Keep us posted and we can pick up from there.,Wed Nov 01 22:44:27 +0000 2017
1054,45564,45562,Hey ! Why message button doesn’t work when I click it from contacts to send message? On iOS 10 it worked fine.. I have iPhone7.,Let's take a look at what's going on. Can you tell us more info on what happens when you click the message button?,Wed Nov 01 16:43:01 +0000 2017
1055,45575,45576,"Apple logo. Won’t know it’s turned off till I check, then have to turn back on",Thanks. Please send us a DM and we'll continue this there.,Wed Nov 01 18:58:01 +0000 2017
1056,45573,45571,Why does the new update keep turning off and on my phone? Wasn’t happening till I got new update. Please tell me what’s wrong,Thanks for reaching out to us for support. Can you please tell us which version of iOS you are currently running?,Wed Nov 01 16:41:00 +0000 2017
1057,45578,45577,So I updated my phone . But I still see those small weird boxes wassup,Let's look into this together in DM. Tell us more.,Wed Nov 01 16:40:00 +0000 2017
1058,45581,45579,Hey - Thanks for providing me with outstanding #customerservice Much appreciated!,We're glad we could help you out today. Let us know if we can be of assistance in the future. Have a great day!,Wed Nov 01 16:39:32 +0000 2017
1059,45583,45582,#apple #applestore please help got the tip of an aux cable stuck in my #iPhone5 how can I fix this? Will a Genius Bar do it? Thanks!,Let's see what we can do. Send us a DM with the country you're located in to get started.,Wed Nov 01 16:36:00 +0000 2017
1060,45587,45584,my phone froze and i lost all 32000 photos on my phone 😭 help a sis out plz,We'll do all we can to get your Photos back. Please reach out to our Photos team here:,Wed Nov 01 16:36:00 +0000 2017
1061,45589,45591,I️ need help with this issue to,"Meet us in DM. Let us know your iOS version, and we'll see what we can do to help.",Thu Nov 02 15:14:00 +0000 2017
1062,45590,45588,Yes. Mine is doing the same,We'd like to look into this with you. Could you DM us the exact version of iOS you are running?,Wed Nov 01 16:33:28 +0000 2017
1063,45592,45595,Question: is anyone else’s iphone replacing the word “I️” with a question mark in a box?,"We'll be glad to look into this further. Please meet us in a DM. Also, have you updated to iOS 11.1?",Wed Nov 01 15:34:35 +0000 2017
1064,45597,45600,Hello! Just not clear for me what should I do to achieve the challenge? And why the average is so high? 🙏🏻,We'll be happy to take a closer look. Please DM us the version of watchOS and iOS you're using and we can go from there.,Wed Nov 01 18:46:00 +0000 2017
1065,45598,45603,iOS 11.1 + watchOS 4,Send a DM to continue.,Wed Nov 01 19:22:01 +0000 2017
1066,45604,45605,"Sorry, what is DM?",Direct Message.,Wed Nov 01 22:57:00 +0000 2017
1067,45599,45596,hello! I have a strange activity app glitch. It shows my average calories in a day as 18373.,We're here to help. Meet us in DM and we'll take a further look at this together.,Wed Nov 01 16:32:31 +0000 2017
1068,46574,46573,"hello, my iPhone X order says it’s “prepearing to ship” since saturday and it still hasnt changed it’s status.. what happened?","Thanks for reaching out. Send us a DM, and let us know which country you're located in.",Wed Nov 01 16:58:01 +0000 2017
1069,46576,46575,"I am from the US but I live in China. Is it possible to have my iPhone/Mac iCloud linked to my Chinese info (bank, address), and separate Apple ID linked to my U.S. info (bank, address)?..Want to keep my iCloud storage in China but use App Store/Apple music from US",Our iTunes Support team would love to assist you. You can reach their team here:,Wed Nov 01 16:56:26 +0000 2017
1070,46578,46577,My phone died at 10:30am this morning. I woke up at 6:30am with a full charge. Literally wtf,We want to help. Tell us more about what's happening in DM.,Wed Nov 01 16:54:00 +0000 2017
1071,46580,46579,I got my songs back. IOS 11 affected my password somehow and wouldn’t let me log in. Had to change password,"We're glad to see that you got your music back! Let us know if you run into any other trouble, and we'll be here to help.",Wed Nov 01 16:54:00 +0000 2017
1072,46582,46581,hello how can I check if my phone is locked to a network? I'm going abroad and want to put in a different sim,Hi there. Your cellular provider is the best place to start. You can learn more here:,Wed Nov 01 16:50:31 +0000 2017
1073,46584,46583,After the new update my phone loses battery power when it’s plugged in and I look at it 😤😳😡,"We're here for you. Send us a DM with your current iOS version, and we'll continue there.",Wed Nov 01 16:47:00 +0000 2017
1074,46588,46587,"Dear , Instead of working on #icons, kindly fix #iOS11 so it decently works on #iPhone6? I can't type any emails rightly #slow #apple",We'd love to look into this with you. Direct message us and we can go from there:,Wed Nov 01 16:45:38 +0000 2017
1075,46590,46592,Yes on the lock screen,We're here to help. DM us so we can look into this further with you.,Wed Nov 01 17:26:31 +0000 2017
1076,46591,46589,So iOS 11.1 has got some bugs 😬,We want to help. Does this happen with other apps?,Wed Nov 01 16:45:36 +0000 2017
1077,46594,46593,chatted with your agent for 10 min and she was clueless about this issue. Yet twitter is blowin up. I️ just want to type “I️”,We'd like to help. Please meet us in DM to continue.,Wed Nov 01 16:44:28 +0000 2017
1078,46837,46836,I Found an iPad on the train how can I return it to its rightful owner?,"Hello. Thanks for reaching out. We recommend getting in touch with local law enforcement to report that a lost or stolen device has been found. If you see an alert on the display, please let us know and we'll guide you from there. Tap here to DM us:",Wed Nov 22 21:53:29 +0000 2017
1079,47994,47996,I already did. And I received the money back. But I'm not sure what I'm supposed to do with the songs now. Do I delete them or ?,iTunes Store support would still be the best to advise you on this. Reach back out to them and they'll get you taken care of!,Wed Nov 01 17:52:03 +0000 2017
1080,47995,47993,"hi there, I need to inquire something regarding he refund of an item","For questions about refunds, our iTunes Store would be the best team to help. Reach out to them here:",Wed Nov 01 17:13:35 +0000 2017
1081,47998,47997,I️ am also having this problem! And I’ve contacted Apple support and neither rep seemed to have a clue how to fix it!,"We'd like to see what we can do to assist. We received your DM, and we'll be following up with you there shortly.",Wed Nov 01 17:13:34 +0000 2017
1082,48000,47999,look at this shit. I’m sick of it! Can’t type the letter I️ without all the extra bullshit!,"We know the importance of being able to type all letters and characters. In DM, please reply with your iOS version.",Wed Nov 01 16:23:34 +0000 2017
1083,48004,48003,Bu ne biçim Afyonkarahisar,We offer support via Twitter in English. Contact us for help in your preferred language here:,Wed Nov 01 17:13:34 +0000 2017
1084,33363,48005,Yess! Hate the new update 😡,"We’d love to help. To start, send us a DM with more details on the behavior you’re experiencing.",Wed Nov 01 17:11:37 +0000 2017
1085,48007,48006,"After that update my phone keeps pocked dialling, is it just me who has this?",We'd be happy to look into this with you. Please reach out to us via DM and we'll get started.,Wed Nov 01 17:10:30 +0000 2017
1086,48009,48008,could you please reply back to my private message,We've responded to your DM. Look for us there.,Wed Nov 01 17:10:00 +0000 2017
1087,48012,48011,the letter i is broken,"We're here for you. Send us a DM, and we'll take a closer look at this issue together.",Wed Nov 01 17:08:33 +0000 2017
1088,48014,48013,What is with your stupid fucking update freezing my phone,"Let’s work together to sort this out. Let us know which version of iOS 11 your iPhone is on, and we’ll take it from there.",Wed Nov 01 17:07:32 +0000 2017
1089,48017,48015,and about battery i think it good with low mode and sometimes i found some lags on opining keyboard search on home screen i know it will fixed with other update but please help us fast thx for understanding,We'd like to look into these lags with you. Please send us a DM to get started.,Wed Nov 01 17:06:00 +0000 2017
1090,48021,48019,still on 11.0.3 need back home to upgrade to 11.1 and hope battery life fixed,"Thank you for letting us know! After updating, if the battery hasn't improved after 48 hours, please let us know.",Tue Oct 31 19:24:41 +0000 2017
1091,48024,48022,"im talking about battery life in ios 11 battery so bad every update is fix alot of problemes but still the biggest problem ""battery""",We'd love to help with your battery life! Which version of iOS 11 are you updated to?,Tue Oct 31 18:53:27 +0000 2017
1092,48026,48025,كل الناس ما يهمها حاجة الان فى نظام #iOS11 الا تعديل استخدام البطارية we dont care any feature in #iOS11 just need more life for battery,We offer support via Twitter in English. Contact us for help in your preferred language here:,Tue Oct 31 18:31:50 +0000 2017
1093,48030,48029,"Why does the ""Preserve Live Photo"" setting no longer apply to iMessage photos? Used to work. Now always takes live photos.",We'd be happy to help out. When did you notice that this stopped working? DM us and let us know.,Wed Nov 01 17:02:37 +0000 2017
1094,48033,48031,iPhone 7 has been stuck on an update loop for 12 hrs with recent upgrade..can't get out of it or access via iTunes. Pls help.,We want to help. Let's put your phone in recovery mode and restore. Here's how:,Wed Nov 01 17:02:36 +0000 2017
1095,48037,48039,I can able sign in at that adress with my id,What happens when you attempt to sign in? Do you receive an error message or anything like that? Reply in DM,Wed Nov 01 18:33:00 +0000 2017
1096,48038,48035,after ios 11.1 update i could not use app store .. always it ask user id password and it has not been accept it,Let's see what's going on. Are you able to sign in with this Apple ID on,Wed Nov 01 17:02:01 +0000 2017
1097,48041,48040,Hey how does your operating system occupy almost 50% of my phone’s storage?,Let's look into this for you. Send us a DM with your current iOS version to get started.,Wed Nov 01 17:02:00 +0000 2017
1098,48043,48045,All messages came back. And I am connected to wifi but I have also tried to download using data. It also won't let me do a software update,Understood. Do you receive an error when trying to download the apps? Let us know in DM. We'll meet you there.,Wed Nov 01 17:37:01 +0000 2017
1099,48044,48042,"Hi, I've just reset my phone and restored from icloud but none of my apps are downloading.",We are here to help you get your apps back. Are you connected to Wi-Fi? Did other things such as your Messages come back?,Wed Nov 01 17:00:29 +0000 2017
1100,49188,49187,&amp; what the fuck is up with these boxes Apple really smoking mines. If you don’t want me to be a Apple member your doing great sweety,We are happy to help. Let's continue in DM.,Wed Nov 01 17:28:00 +0000 2017
1101,49190,49189,"Hey fuck off with these, I know it's y'all...",We'd love to look into it with you. Please send us a DM.,Wed Nov 01 17:27:00 +0000 2017
1102,49193,49191,Even this tweet has the error 🙄. Fix it,We'd be happy to look into this with you. Send us a DM and we can start there.,Wed Nov 01 17:26:32 +0000 2017
1103,49195,49196,Lol can you please fix this bug or whatever that is impacting our phones. Sincerely and I️,We'd like to look into what''s happening with your text. Please send us a DM with which version of iOS you're updated to.,Wed Nov 01 17:23:37 +0000 2017
1104,49199,49201,"So, no word from and now my watch has been returned to Apple store. Still broken. 😐😐😐😐#ThursdayThoughts #iphone10 #applewatch #CustomerServiceFail",We want to help. We would like to have you DM us so we can continue to help out regarding your Watch.,Thu Nov 09 15:56:36 +0000 2017
1105,49200,49197,"Unbelievable from , watch screen seems to have popped, perfect laser like crack all around outer of screen. No impact. 6mths old 1/2","We're here for you. Send us a DM, and we'll get started there.",Wed Nov 01 17:26:31 +0000 2017
1106,50020,50019,The letter eye on my keyboard is doing some weird symbol. Eye updated my phone and it’s still doing this. Help!?,Let's look into this for you. Send us a DM and we can check on available options.,Wed Nov 01 17:43:57 +0000 2017
1107,50023,50022,Why does the method posted today on changing your Apple ID from a third party address to an iCloud address not work?,We want to look into this. DM us in more detail and we'll go from there.,Wed Nov 01 17:43:26 +0000 2017
1108,50025,50024,eye don’t know what to do*** hahaha fuck me,We’ll help! Did you recently update to iOS 11.1? You can DM your answer.,Wed Nov 01 17:43:25 +0000 2017
1109,50032,50030,I updated to iOS11 and this message keeps popping up when I try to active FaceTime. Help!,We can help you. We noticed that you're connected to your cellular data. Have you tried activating your FaceTime through Wi-Fi?,Wed Nov 01 17:43:25 +0000 2017
